No,Title,ISSN,E-ISSN,CATEGORY,Publisher,Address,Nation
7784595,HISTORY OF SCIENCE,0073-2753,1753-8564,History & Philosophy Of Science,SAGE PUBLICATIONS LTD,"1 OLIVERS YARD, 55 CITY ROAD, LONDON, ENGLAND, EC1Y 1SP",ENGLAND
7784596,HISTORY OF THE HUMAN SCIENCES,0952-6951,1461-720X,History & Philosophy Of Science,SAGE PUBLICATIONS LTD,"1 OLIVERS YARD, 55 CITY ROAD, LONDON, ENGLAND, EC1Y 1SP",ENGLAND
7784597,HIV MEDICINE,1464-2662,1468-1293,Infectious Diseases,WILEY,"111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774",USA
7784598,HIV RESEARCH & CLINICAL PRACTICE,2578-7489,2578-7470,Infectious Diseases ; Pharmacology & Pharmacy,TAYLOR & FRANCIS LTD,"2-4 PARK SQUARE, MILTON PARK, ABINGDON, England, OXON, OX14 4RN",ENGLAND
7784599,HLA,2059-2302,2059-2310,Cell Biology ; Immunology ; Pathology,WILEY,"111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774",USA
7784600,HNO,0017-6192,1433-0458,Otorhinolaryngology,SPRINGER,"ONE NEW YORK PLAZA, SUITE 4600 , NEW YORK, United States, NY, 10004",USA
7784601,HOKKAIDO MATHEMATICAL JOURNAL,0385-4035,,Mathematics,"HOKKAIDO UNIV, DEPT MATHEMATICS","NISHI-8-CHOME, KITA-10-JO, KITA-KU, SAPPORO, JAPAN, 060-810",JAPAN
7784602,HOLISTIC NURSING PRACTICE,0887-9311,1550-5138,Integrative & Complementary Medicine ; Nursing,LIPPINCOTT WILLIAMS & WILKINS,"TWO COMMERCE SQ, 2001 MARKET ST, PHILADELPHIA, USA, PA, 19103",USA
7784603,HOLOCENE,0959-6836,1477-0911,"Geography, Physical ; Geosciences, Multidisciplinary",SAGE PUBLICATIONS LTD,"1 OLIVERS YARD, 55 CITY ROAD, LONDON, ENGLAND, EC1Y 1SP",ENGLAND
7784604,HOLZFORSCHUNG,0018-3830,1437-434X,"Forestry ; Materials Science, Paper & Wood",WALTER DE GRUYTER GMBH,"GENTHINER STRASSE 13, BERLIN, GERMANY, D-10785",GERMANY
7784605,HOMEOPATHY,1475-4916,1476-4245,Integrative & Complementary Medicine,THIEME MEDICAL PUBL INC,"333 SEVENTH AVE, NEW YORK, USA, NY, 10001",USA
7784606,HOMOLOGY HOMOTOPY AND APPLICATIONS,1532-0073,1532-0081,"Mathematics, Applied ; Mathematics","INT PRESS BOSTON, INC","PO BOX 43502, SOMERVILLE, USA, MA, 02143",USA
7784607,HONG KONG JOURNAL OF DERMATOLOGY & VENEREOLOGY,1814-7453,1814-7453,Dermatology,MEDCOM LTD,"ROOM 504-5, CHEUNG TAT CENTRE, 18 CHEUNG LEE ST, CHAI WAN, PEOPLES R CHINA, HONG KONG, 00000",CHINA
7784608,HONG KONG JOURNAL OF EMERGENCY MEDICINE,1024-9079,2309-5407,Emergency Medicine,SAGE PUBLICATIONS LTD,"1 OLIVERS YARD, 55 CITY ROAD, LONDON, ENGLAND, EC1Y 1SP",ENGLAND
7784609,HONG KONG JOURNAL OF OCCUPATIONAL THERAPY,1569-1861,1876-4398,Rehabilitation,SAGE PUBLICATIONS LTD,"1 OLIVERS YARD, 55 CITY ROAD, LONDON, ENGLAND, EC1Y 1SP",ENGLAND
7784610,HONG KONG JOURNAL OF PAEDIATRICS,1013-9923,1013-9923,Pediatrics,MEDCOM LTD,"ROOM 504-5, CHEUNG TAT CENTRE, 18 CHEUNG LEE ST, CHAI WAN, PEOPLES R CHINA, HONG KONG, 00000",CHINA
7784611,HONG KONG MEDICAL JOURNAL,1024-2708,1024-2708,"Medicine, General & Internal",HONG KONG ACAD MEDICINE PRESS,"9/F/, ROOM 901, 99 WONG CHUK HANG RD, ABERDEEN, HONG KONG, PEOPLES R CHINA, 00000",CHINA
7784612,HORMONE AND METABOLIC RESEARCH,0018-5043,1439-4286,Endocrinology & Metabolism,GEORG THIEME VERLAG KG,"RUDIGERSTR 14, STUTTGART, GERMANY, D-70469",GERMANY
7784613,HORMONE RESEARCH IN PAEDIATRICS,1663-2818,1663-2826,Endocrinology & Metabolism ; Pediatrics,KARGER,"ALLSCHWILERSTRASSE 10, BASEL, SWITZERLAND, CH-4009",SWITZERLAND
7784614,HORMONES AND BEHAVIOR,0018-506X,1095-6867,Behavioral Sciences ; Endocrinology & Metabolism,ACADEMIC PRESS INC ELSEVIER SCIENCE,"525 B ST, STE 1900, SAN DIEGO, USA, CA, 92101-4495",USA
7784615,HORMONES-INTERNATIONAL JOURNAL OF ENDOCRINOLOGY AND METABOLISM,1109-3099,2520-8721,Endocrinology & Metabolism,SPRINGER INT PUBL AG,"GEWERBESTRASSE 11, CHAM, SWITZERLAND, CH-6330",SWITZERLAND
7784616,HORTICULTURA BRASILEIRA,0102-0536,1806-9991,Horticulture,ASSOC BRASILEIRA HORTICULTURA,"IAC-CENTRO HORTICULTURA, CAIXA POSTAL 28, CAMPINAS, BRAZIL, SP, 13012-970",BRAZIL
7784617,HORTICULTURAE,,2311-7524,Horticulture,MDPI,"ST ALBAN-ANLAGE 66, BASEL, SWITZERLAND, CH-4052",SWITZERLAND
7784618,HORTICULTURAL PLANT JOURNAL,2095-9885,2468-0141,Plant Sciences ; Horticulture,KEAI PUBLISHING LTD,"16 DONGHUANGCHENGGEN NORTH ST, Building 5, Room 411, BEIJING, Peoples R China, DONGCHENG DISTRICT, 100009",NETHERLANDS
7784619,HORTICULTURAL SCIENCE,0862-867X,1805-9333,Horticulture,CZECH ACADEMY AGRICULTURAL SCIENCES,"TESNOV 17, PRAGUE, CZECH REPUBLIC, 117 05",CZECH REPUBLIC
7784620,HORTICULTURAL SCIENCE & TECHNOLOGY,1226-8763,2465-8588,Horticulture,KOREAN SOC HORTICULTURAL SCIENCE,"C/O NATL INST HORTICULTURAL & HERBAL SCIENCE, 100, NONGSAENGMYEONG-RO, ISEO-MYEON, WANJU-GUN, JEOLLABUK-DO, SOUTH KOREA, 565-852",SOUTH KOREA
7784621,HORTICULTURE ENVIRONMENT AND BIOTECHNOLOGY,2211-3452,2211-3460,Horticulture,KOREAN SOC HORTICULTURAL SCIENCE,"C/O NATL INST HORTICULTURAL & HERBAL SCIENCE, 100, NONGSAENGMYEONG-RO, ISEO-MYEON, WANJU-GUN, JEOLLABUK-DO, SOUTH KOREA, 565-852",SOUTH KOREA
7784622,HORTICULTURE JOURNAL,2189-0102,2189-0110,Horticulture,JAPAN SOC HORTICULTURAL SCI,"C/O NAKANISHI PRINTING SHIMODACHIURI OGAWA HIGASHI, KAMIGYO-KU, KYOTO, JAPAN, 602-8048",JAPAN
7784623,HORTICULTURE RESEARCH,2662-6810,2052-7276,Plant Sciences ; Genetics & Heredity ; Horticulture,OXFORD UNIV PRESS INC,"JOURNALS DEPT, 2001 EVANS RD, CARY, USA, NC, 27513",CHINA
7784624,HORTSCIENCE,0018-5345,2327-9834,Horticulture,AMER SOC HORTICULTURAL SCIENCE,"113 S WEST ST, STE 200, ALEXANDRIA, USA, VA, 22314-2851",USA
7784625,HORTTECHNOLOGY,1063-0198,1943-7714,Horticulture,AMER SOC HORTICULTURAL SCIENCE,"113 S WEST ST, STE 200, ALEXANDRIA, USA, VA, 22314-2851",USA
7784626,HOUSTON JOURNAL OF MATHEMATICS,0362-1588,,Mathematics,UNIV HOUSTON,"DEPT MATH, HOUSTON, USA, TX, 77204",USA
7784627,HPB,1365-182X,1477-2574,Gastroenterology & Hepatology ; Surgery,ELSEVIER SCI LTD,"THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD, ENGLAND, OXON, OX5 1GB",ENGLAND
7784628,HSS JOURNAL,1556-3316,1556-3324,Orthopedics ; Surgery,SAGE PUBLICATIONS INC,"2455 TELLER RD, THOUSAND OAKS, USA, CA, 91320",USA
7784629,HUMAN AND ECOLOGICAL RISK ASSESSMENT,1080-7039,1549-7860,Environmental Sciences,TAYLOR & FRANCIS INC,"530 WALNUT STREET, STE 850, PHILADELPHIA, USA, PA, 19106",USA
7784630,HUMAN BIOLOGY,0018-7143,1534-6617,Biology ; Genetics & Heredity,WAYNE STATE UNIV PRESS,"4809 WOODWARD AVE, DETROIT, USA, MI, 48201-1309",USA
7784631,HUMAN BRAIN MAPPING,1065-9471,1097-0193,"Neurosciences ; Neuroimaging ; Radiology, Nuclear Medicine & Medical Imaging",WILEY,"111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774",USA
7784632,HUMAN CELL,0914-7470,1749-0774,Cell Biology,SPRINGER JAPAN KK,"SHIROYAMA TRUST TOWER 5F, 4-3-1 TORANOMON, MINATO-KU, TOKYO, JAPAN, 105-6005",JAPAN
7784633,HUMAN-CENTRIC COMPUTING AND INFORMATION SCIENCES,,2192-1962,"Computer Science, Information Systems",KOREA INFORMATION PROCESSING SOC,"1002HO YONGSUNGBIZTEL 314-1 2GA HANKANGRO YONGSAN-GU, SEOUL, SOUTH KOREA, 140-750",ENGLAND
7784634,HUMAN-COMPUTER INTERACTION,0737-0024,1532-7051,"Computer Science, Cybernetics ; Computer Science, Theory & Methods",TAYLOR & FRANCIS INC,"530 WALNUT STREET, STE 850, PHILADELPHIA, USA, PA, 19106",USA
7784635,HUMAN DIMENSIONS OF WILDLIFE,1087-1209,1533-158X,Biodiversity Conservation ; Environmental Sciences,TAYLOR & FRANCIS LTD,"2-4 PARK SQUARE, MILTON PARK, ABINGDON, England, OXON, OX14 4RN",ENGLAND
7784636,HUMAN & EXPERIMENTAL TOXICOLOGY,0960-3271,1477-0903,Toxicology,SAGE PUBLICATIONS LTD,"1 OLIVERS YARD, 55 CITY ROAD, LONDON, ENGLAND, EC1Y 1SP",ENGLAND
7784637,HUMAN FACTORS,0018-7208,1547-8181,"Behavioral Sciences ; Engineering, Industrial ; Psychology",SAGE PUBLICATIONS INC,"2455 TELLER RD, THOUSAND OAKS, USA, CA, 91320",USA
7784638,HUMAN FACTORS AND ERGONOMICS IN MANUFACTURING & SERVICE INDUSTRIES,1090-8471,1520-6564,"Engineering, Manufacturing",WILEY,"111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774",USA
7784639,HUMAN FERTILITY,1464-7273,1742-8149,Obstetrics & Gynecology ; Reproductive Biology,TAYLOR & FRANCIS LTD,"2-4 PARK SQUARE, MILTON PARK, ABINGDON, England, OXON, OX14 4RN",ENGLAND
7784640,HUMAN GENE THERAPY,1043-0342,1557-7422,"Biotechnology & Applied Microbiology ; Genetics & Heredity ; Medicine, Research & Experimental","MARY ANN LIEBERT, INC","140 HUGUENOT STREET, 3RD FL, NEW ROCHELLE, USA, NY, 10801",USA
7784641,HUMAN GENETICS,0340-6717,1432-1203,Genetics & Heredity,SPRINGER,"ONE NEW YORK PLAZA, SUITE 4600 , NEW YORK, United States, NY, 10004",USA
7784642,HUMAN GENOMICS,1473-9542,1479-7364,Genetics & Heredity,BMC,"CAMPUS, 4 CRINAN ST, LONDON, ENGLAND, N1 9XW",ENGLAND
7784643,HUMAN HEREDITY,0001-5652,1423-0062,Genetics & Heredity,KARGER,"ALLSCHWILERSTRASSE 10, BASEL, SWITZERLAND, CH-4009",SWITZERLAND
7784644,HUMAN IMMUNOLOGY,0198-8859,1879-1166,Immunology,ELSEVIER SCIENCE INC,"STE 800, 230 PARK AVE, NEW YORK, USA, NY, 10169",USA
7784645,HUMAN MOLECULAR GENETICS,0964-6906,1460-2083,Biochemistry & Molecular Biology ; Genetics & Heredity,OXFORD UNIV PRESS,"GREAT CLARENDON ST, OXFORD, ENGLAND, OX2 6DP",ENGLAND
7784646,HUMAN MOVEMENT SCIENCE,0167-9457,1872-7646,Neurosciences ; Psychology ; Sport Sciences,ELSEVIER,"RADARWEG 29, AMSTERDAM, Netherlands, 1043 NX",NETHERLANDS
7784647,HUMAN MUTATION,1059-7794,1098-1004,Genetics & Heredity,WILEY-HINDAWI,"ADAM HOUSE, 3RD FL, 1 FITZROY SQ, LONDON, ENGLAND, WIT 5HE",USA
7784648,HUMAN PATHOLOGY,0046-8177,1532-8392,Pathology,W B SAUNDERS CO-ELSEVIER INC,"1600 JOHN F KENNEDY BOULEVARD, STE 1800, PHILADELPHIA, USA, PA, 19103-2899",USA
7784649,HUMAN PSYCHOPHARMACOLOGY-CLINICAL AND EXPERIMENTAL,0885-6222,1099-1077,Clinical Neurology ; Pharmacology & Pharmacy ; Psychiatry ; Psychology,WILEY,"111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774",USA
7784650,HUMAN REPRODUCTION,0268-1161,1460-2350,Obstetrics & Gynecology ; Reproductive Biology,OXFORD UNIV PRESS,"GREAT CLARENDON ST, OXFORD, ENGLAND, OX2 6DP",ENGLAND
7784651,HUMAN REPRODUCTION OPEN,,2399-3529,Obstetrics & Gynecology ; Reproductive Biology,OXFORD UNIV PRESS,"GREAT CLARENDON ST, OXFORD, ENGLAND, OX2 6DP",ENGLAND
7784652,HUMAN REPRODUCTION UPDATE,1355-4786,1460-2369,Obstetrics & Gynecology ; Reproductive Biology,OXFORD UNIV PRESS,"GREAT CLARENDON ST, OXFORD, ENGLAND, OX2 6DP",ENGLAND
7784653,HUMAN VACCINES & IMMUNOTHERAPEUTICS,2164-5515,2164-554X,Biotechnology & Applied Microbiology ; Immunology,TAYLOR & FRANCIS INC,"530 WALNUT STREET, STE 850, PHILADELPHIA, USA, PA, 19106",USA
7784654,HUMAN-WILDLIFE INTERACTIONS,2155-3858,2155-3874,Biodiversity Conservation ; Ecology,JACK H BERRYMAN INST,"UTAH STATE UNIV, DEPT WILDLAND RESOURCES, LOGAN, USA, UTAH, 84322-5230",USA
7784655,HYDROBIOLOGIA,0018-8158,1573-5117,Marine & Freshwater Biology,SPRINGER,"VAN GODEWIJCKSTRAAT 30, DORDRECHT, NETHERLANDS, 3311 GZ",NETHERLANDS
7784656,HYDROGEOLOGY JOURNAL,1431-2174,1435-0157,"Geosciences, Multidisciplinary ; Water Resources",SPRINGER,"ONE NEW YORK PLAZA, SUITE 4600 , NEW YORK, United States, NY, 10004",USA
7784657,HYDROLOGICAL PROCESSES,0885-6087,1099-1085,Water Resources,WILEY,"111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774",USA
7784658,HYDROLOGICAL SCIENCES JOURNAL,0262-6667,2150-3435,Water Resources,TAYLOR & FRANCIS LTD,"2-4 PARK SQUARE, MILTON PARK, ABINGDON, England, OXON, OX14 4RN",ENGLAND
7784659,HYDROLOGIE UND WASSERBEWIRTSCHAFTUNG,1439-1783,,Water Resources,BUNDESANSTALT GEWASSERKUNDE-BFG,"POSTFACH 200 253, KOBLENZ, GERMANY, 56002",GERMANY
7784660,HYDROLOGY AND EARTH SYSTEM SCIENCES,1027-5606,1607-7938,"Geosciences, Multidisciplinary ; Water Resources",COPERNICUS GESELLSCHAFT MBH,"BAHNHOFSALLEE 1E, GOTTINGEN, GERMANY, 37081",GERMANY
7784661,HYDROLOGY RESEARCH,1998-9563,2224-7955,Water Resources,IWA PUBLISHING,"REPUBLIC-EXPORT BLDG, UNITS 1 04 & 1 05, 1 CLOVE CRESCENT, LONDON, England, E14 2BA",ENGLAND
7784662,HYDROMETALLURGY,0304-386X,1879-1158,Metallurgy & Metallurgical Engineering,ELSEVIER,"RADARWEG 29, AMSTERDAM, Netherlands, 1043 NX",NETHERLANDS
7784663,HYLE,1433-5158,1617-4240,"History & Philosophy Of Science ; Chemistry, Multidisciplinary",HYLE PUBL,"MORGENSTR 2, KARLSRUHE, GERMANY, D-76137",GERMANY
7784664,HYPERTENSION,0194-911X,1524-4563,Peripheral Vascular Diseases,LIPPINCOTT WILLIAMS & WILKINS,"TWO COMMERCE SQ, 2001 MARKET ST, PHILADELPHIA, USA, PA, 19103",USA
7784665,HYPERTENSION IN PREGNANCY,1064-1955,1525-6065,Obstetrics & Gynecology ; Physiology ; Peripheral Vascular Diseases,TAYLOR & FRANCIS INC,"530 WALNUT STREET, STE 850, PHILADELPHIA, USA, PA, 19106",USA
7784666,HYPERTENSION RESEARCH,0916-9636,1348-4214,Peripheral Vascular Diseases,SPRINGERNATURE,"CAMPUS, 4 CRINAN ST, LONDON, ENGLAND, N1 9XW",ENGLAND
7784667,HYSTRIX-ITALIAN JOURNAL OF MAMMALOGY,0394-1914,1825-5272,Zoology,ASSOC TERIOLOGICA ITALIANA,"C/O GIOVANNI AMORI, CNR-ISE VIALE DELL UNIVERSITA 23, ROMA, ITALY, I-00185",ITALY
7784668,IAWA JOURNAL,0928-1541,2294-1932,Forestry,BRILL,"PLANTIJNSTRAAT 2, P O BOX 9000, LEIDEN, NETHERLANDS, 2300 PA",NETHERLANDS
7784669,IBIS,0019-1019,1474-919X,Ornithology,WILEY,"111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774",USA
7784670,ICARUS,0019-1035,1090-2643,Astronomy & Astrophysics,ACADEMIC PRESS INC ELSEVIER SCIENCE,"525 B ST, STE 1900, SAN DIEGO, USA, CA, 92101-4495",USA
7784671,ICELANDIC AGRICULTURAL SCIENCES,1670-567X,2298-786X,"Agriculture, Multidisciplinary",RANNSOKNASTOFNUN LANDBUNADARINS,"AGRICULTURAL UNIV ICELAND & OTHER ICELANDIC RES INST, KELDNAHOLTI, REYKJAVIK, ICELAND, IS-112",ICELAND
7784672,ICES JOURNAL OF MARINE SCIENCE,1054-3139,1095-9289,Fisheries ; Marine & Freshwater Biology ; Oceanography,OXFORD UNIV PRESS,"GREAT CLARENDON ST, OXFORD, ENGLAND, OX2 6DP",ENGLAND
7784673,ICGA JOURNAL,1389-6911,2468-2438,"Computer Science, Software Engineering",IOS PRESS,"NIEUWE HEMWEG 6B, AMSTERDAM, NETHERLANDS, 1013 BG",NETHERLANDS
7784674,ICHNOS-AN INTERNATIONAL JOURNAL FOR PLANT AND ANIMAL TRACES,1042-0940,1563-5236,Paleontology,TAYLOR & FRANCIS INC,"530 WALNUT STREET, STE 850, PHILADELPHIA, USA, PA, 19106",USA
7784675,ICHTHYOLOGICAL EXPLORATION OF FRESHWATERS,0936-9902,,Marine & Freshwater Biology ; Zoology,VERLAG DR FRIEDRICH PFEIL,"WOLFRATSHAUSER STRASSE 27, MUNICH, GERMANY, D-81379",GERMANY
7784676,ICHTHYOLOGICAL RESEARCH,1341-8998,1616-3915,Fisheries ; Marine & Freshwater Biology ; Zoology,SPRINGER JAPAN KK,"SHIROYAMA TRUST TOWER 5F, 4-3-1 TORANOMON, MINATO-KU, TOKYO, JAPAN, 105-6005",JAPAN
7784677,ICHTHYOLOGY AND HERPETOLOGY,2766-1512,2766-1520,Zoology,AMER SOC ICHTHYOLOGISTS & HERPETOLOGISTS,"MAUREEN DONNELLY, SECRETARY FLORIDA INT UNIV BIOLOGICAL SCIENCES, 11200 SW 8TH STREET, MIAMI, USA, FL, 33199",USA
7784678,ICT EXPRESS,2405-9595,2405-9595,"Computer Science, Information Systems ; Telecommunications",ELSEVIER,"RADARWEG 29, AMSTERDAM, Netherlands, 1043 NX",SOUTH KOREA
7784679,IDEGGYOGYASZATI SZEMLE-CLINICAL NEUROSCIENCE,0019-1442,2498-6208,Clinical Neurology ; Neurosciences,LITERATURA MEDICA,"MARGIT KRT 31-33, BUDAPEST, HUNGARY, 1024",HUNGARY
7784680,IDOJARAS,0324-6329,0324-6329,Meteorology & Atmospheric Sciences,HUNGARIAN METEOROLOGICAL SERVICE,"PO BOX 38, BUDAPEST, HUNGARY, H-1525",HUNGARY
7784681,IEEE ACCESS,2169-3536,2169-3536,"Computer Science, Information Systems ; Engineering, Electrical & Electronic ; Telecommunications",IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC,"445 HOES LANE, PISCATAWAY, USA, NJ, 08855-4141",USA
7784682,IEEE-ACM TRANSACTIONS ON AUDIO SPEECH AND LANGUAGE PROCESSING,2329-9290,2329-9304,"Acoustics ; Engineering, Electrical & Electronic",IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC,"445 HOES LANE, PISCATAWAY, USA, NJ, 08855-4141",USA
7784683,IEEE-ACM TRANSACTIONS ON COMPUTATIONAL BIOLOGY AND BIOINFORMATICS,1545-5963,1557-9964,"Biochemical Research Methods ; Computer Science, Interdisciplinary Applications ; Mathematics, Interdisciplinary Applications ; Statistics & Probability",IEEE COMPUTER SOC,"10662 LOS VAQUEROS CIRCLE, PO BOX 3014, LOS ALAMITOS, USA, CA, 90720-1314",USA
7784684,IEEE-ACM TRANSACTIONS ON NETWORKING,1063-6692,1558-2566,"Computer Science, Hardware & Architecture ; Computer Science, Theory & Methods ; Engineering, Electrical & Electronic ; Telecommunications",IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC,"445 HOES LANE, PISCATAWAY, USA, NJ, 08855-4141",USA
7784685,IEEE AEROSPACE AND ELECTRONIC SYSTEMS MAGAZINE,0885-8985,1557-959X,"Engineering, Aerospace ; Engineering, Electrical & Electronic",IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC,"445 HOES LANE, PISCATAWAY, USA, NJ, 08855-4141",USA
7784686,IEEE ANNALS OF THE HISTORY OF COMPUTING,1058-6180,1934-1547,"History & Philosophy Of Science ; Computer Science, Theory & Methods",IEEE COMPUTER SOC,"10662 LOS VAQUEROS CIRCLE, PO BOX 3014, LOS ALAMITOS, USA, CA, 90720-1314",USA
7784687,IEEE ANTENNAS AND PROPAGATION MAGAZINE,1045-9243,1558-4143,"Engineering, Electrical & Electronic ; Telecommunications",IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC,"445 HOES LANE, PISCATAWAY, USA, NJ, 08855-4141",USA
7784688,IEEE ANTENNAS AND WIRELESS PROPAGATION LETTERS,1536-1225,1548-5757,"Engineering, Electrical & Electronic ; Telecommunications",IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC,"445 HOES LANE, PISCATAWAY, USA, NJ, 08855-4141",USA
7784689,IEEE-ASME TRANSACTIONS ON MECHATRONICS,1083-4435,1941-014X,"Automation & Control Systems ; Engineering, Manufacturing ; Engineering, Electrical & Electronic ; Engineering, Mechanical",IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC,"445 HOES LANE, PISCATAWAY, USA, NJ, 08855-4141",USA
7784690,IEEE-CAA JOURNAL OF AUTOMATICA SINICA,2329-9266,2329-9274,Automation & Control Systems,IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC,"445 HOES LANE, PISCATAWAY, USA, NJ, 08855-4141",USA
7784691,IEEE CANADIAN JOURNAL OF ELECTRICAL AND COMPUTER ENGINEERING,,2694-1783,"Computer Science, Hardware & Architecture ; Engineering, Electrical & Electronic",IEEE CANADA,"UNIVERSITE LAVAL, DEPT GENIE ELECTRIQUE, QUEBEC CITY, CANADA, PQ, G1K 7P4",CANADA
7784692,IEEE CIRCUITS AND SYSTEMS MAGAZINE,1531-636X,1558-0830,"Engineering, Electrical & Electronic",IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC,"445 HOES LANE, PISCATAWAY, USA, NJ, 08855-4141",USA
7784693,IEEE COMMUNICATIONS LETTERS,1089-7798,1558-2558,Telecommunications,IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC,"445 HOES LANE, PISCATAWAY, USA, NJ, 08855-4141",USA
7784694,IEEE COMMUNICATIONS MAGAZINE,0163-6804,1558-1896,"Engineering, Electrical & Electronic ; Telecommunications",IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC,"445 HOES LANE, PISCATAWAY, USA, NJ, 08855-4141",USA
7784695,IEEE COMMUNICATIONS SURVEYS AND TUTORIALS,,1553-877X,"Computer Science, Information Systems ; Telecommunications",IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC,"445 HOES LANE, PISCATAWAY, USA, NJ, 08855-4141",USA
7784696,IEEE COMPUTATIONAL INTELLIGENCE MAGAZINE,1556-603X,1556-6048,"Computer Science, Artificial Intelligence",IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC,"445 HOES LANE, PISCATAWAY, USA, NJ, 08855-4141",USA
7784697,IEEE COMPUTER ARCHITECTURE LETTERS,1556-6056,1556-6064,"Computer Science, Hardware & Architecture",IEEE COMPUTER SOC,"10662 LOS VAQUEROS CIRCLE, PO BOX 3014, LOS ALAMITOS, USA, CA, 90720-1314",USA
7784698,IEEE COMPUTER GRAPHICS AND APPLICATIONS,0272-1716,1558-1756,"Computer Science, Software Engineering",IEEE COMPUTER SOC,"10662 LOS VAQUEROS CIRCLE, PO BOX 3014, LOS ALAMITOS, USA, CA, 90720-1314",USA
7784699,IEEE CONSUMER ELECTRONICS MAGAZINE,2162-2248,2162-2256,"Computer Science, Hardware & Architecture ; Engineering, Electrical & Electronic ; Telecommunications",IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC,"445 HOES LANE, PISCATAWAY, USA, NJ, 08855-4141",USA
7784700,IEEE CONTROL SYSTEMS MAGAZINE,1066-033X,1941-000X,Automation & Control Systems,IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC,"445 HOES LANE, PISCATAWAY, USA, NJ, 08855-4141",USA
7784701,IEEE DESIGN & TEST,2168-2356,2168-2364,"Computer Science, Hardware & Architecture ; Engineering, Electrical & Electronic",IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC,"445 HOES LANE, PISCATAWAY, USA, NJ, 08855-4141",USA
7784702,IEEE ELECTRICAL INSULATION MAGAZINE,0883-7554,1558-4402,"Engineering, Electrical & Electronic",IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC,"445 HOES LANE, PISCATAWAY, USA, NJ, 08855-4141",USA
7784703,IEEE ELECTRON DEVICE LETTERS,0741-3106,1558-0563,"Engineering, Electrical & Electronic",IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC,"445 HOES LANE, PISCATAWAY, USA, NJ, 08855-4141",USA
7784704,IEEE EMBEDDED SYSTEMS LETTERS,1943-0663,1943-0671,"Computer Science, Hardware & Architecture ; Computer Science, Software Engineering",IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC,"445 HOES LANE, PISCATAWAY, USA, NJ, 08855-4141",USA
7784705,IEEE GEOSCIENCE AND REMOTE SENSING LETTERS,1545-598X,1558-0571,"Geochemistry & Geophysics ; Engineering, Electrical & Electronic ; Remote Sensing ; Imaging Science & Photographic Technology",IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC,"445 HOES LANE, PISCATAWAY, USA, NJ, 08855-4141",USA
7784706,IEEE GEOSCIENCE AND REMOTE SENSING MAGAZINE,2473-2397,2168-6831,Geochemistry & Geophysics ; Remote Sensing ; Imaging Science & Photographic Technology,IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC,"445 HOES LANE, PISCATAWAY, USA, NJ, 08855-4141",USA
7784707,IEEE INDUSTRIAL ELECTRONICS MAGAZINE,1932-4529,1941-0115,"Engineering, Electrical & Electronic",IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC,"445 HOES LANE, PISCATAWAY, USA, NJ, 08855-4141",USA
7784708,IEEE INDUSTRY APPLICATIONS MAGAZINE,1077-2618,1558-0598,"Engineering, Industrial ; Engineering, Electrical & Electronic",IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC,"445 HOES LANE, PISCATAWAY, USA, NJ, 08855-4141",USA
7784709,IEEE INSTRUMENTATION & MEASUREMENT MAGAZINE,1094-6969,1941-0123,"Engineering, Electrical & Electronic ; Instruments & Instrumentation",IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC,"445 HOES LANE, PISCATAWAY, USA, NJ, 08855-4141",USA
